start_time,end_time,problem_type,affected_ports,affected_port_count,evidence_metrics,raw_alert_count,severity_score,event_labels
2026-02-06 12:20:00,2026-02-06 12:25:00,Multicast flooding,"port-id7429,port-id7431",2,multicast,2,78,normal
2026-02-06 12:20:00,2026-02-06 12:25:00,Packet surge / possible scan,"port-id7429,port-id7431",2,packets,2,78,normal
2026-02-06 12:25:00,2026-02-06 12:25:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-06 12:30:00,2026-02-06 12:40:00,Multicast flooding,"port-id7429,port-id7431",2,multicast,2,78,normal
2026-02-06 12:30:00,2026-02-06 12:40:00,Packet surge / possible scan,"port-id7429,port-id7431",2,packets,2,78,normal
2026-02-06 12:30:00,2026-02-06 12:40:00,Traffic surge / capacity pressure,"port-id7429,port-id7431",2,traffic,2,78,normal
2026-02-06 12:30:00,2026-02-06 12:30:00,Broadcast anomaly,port-id7429,1,broadcast,1,55,normal
2026-02-06 12:45:00,2026-02-06 12:45:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-06 12:50:00,2026-02-06 12:55:00,Broadcast storm / L2 loop,"port-id7428,port-id7430,port-id7431",3,broadcast,4,100,normal
2026-02-06 12:50:00,2026-02-06 12:55:00,Multicast flooding,"port-id7428,port-id7430,port-id7431",3,multicast,4,100,normal
2026-02-06 12:50:00,2026-02-06 12:55:00,Packet surge / possible scan,"port-id7428,port-id7430,port-id7431",3,packets,4,100,normal
2026-02-06 12:50:00,2026-02-06 12:55:00,Traffic surge / capacity pressure,"port-id7428,port-id7431",2,traffic,3,86,normal
2026-02-06 13:00:00,2026-02-06 13:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430",4,broadcast,6,100,normal
2026-02-06 13:00:00,2026-02-06 13:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430",4,multicast,6,100,normal
2026-02-06 13:00:00,2026-02-06 13:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430",4,packets,7,100,"normal,small_packet_scan"
2026-02-06 13:00:00,2026-02-06 13:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,8,100,"normal,small_packet_scan"
2026-02-06 13:05:00,2026-02-06 13:05:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-06 13:05:00,2026-02-06 13:05:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-06 13:15:00,2026-02-06 13:25:00,Broadcast storm / L2 loop,"port-id7429,port-id7430,port-id7431",3,broadcast,6,100,normal
2026-02-06 13:15:00,2026-02-06 13:25:00,Multicast flooding,"port-id7429,port-id7430,port-id7431",3,multicast,6,100,normal
2026-02-06 13:15:00,2026-02-06 13:25:00,Packet surge / possible scan,"port-id7428,port-id7429,port-id7430,port-id7431",4,packets,10,100,"normal,small_packet_scan"
2026-02-06 13:15:00,2026-02-06 13:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7431",4,traffic,8,100,"normal,small_packet_scan"
2026-02-06 13:30:00,2026-02-06 13:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7430,port-id7431",4,broadcast,5,100,"normal,small_packet_scan"
2026-02-06 13:30:00,2026-02-06 13:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7430,port-id7431",4,multicast,5,100,"normal,small_packet_scan"
2026-02-06 13:30:00,2026-02-06 13:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7430,port-id7431",4,packets,7,100,"normal,small_packet_scan"
2026-02-06 13:30:00,2026-02-06 13:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7430,port-id7431",4,traffic,7,100,"normal,small_packet_scan"
2026-02-06 13:35:00,2026-02-06 13:35:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-06 13:45:00,2026-02-06 13:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429",3,broadcast,3,100,"normal,small_packet_scan"
2026-02-06 13:45:00,2026-02-06 13:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429",3,multicast,3,100,"normal,small_packet_scan"
2026-02-06 13:45:00,2026-02-06 13:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429",3,packets,5,100,"normal,small_packet_scan"
2026-02-06 13:45:00,2026-02-06 13:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429",3,traffic,5,100,"normal,small_packet_scan"
2026-02-06 13:50:00,2026-02-06 13:50:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-06 14:00:00,2026-02-06 14:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430",4,broadcast,5,100,normal
2026-02-06 14:00:00,2026-02-06 14:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430",4,multicast,5,100,normal
2026-02-06 14:00:00,2026-02-06 14:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430",4,packets,4,100,normal
2026-02-06 14:00:00,2026-02-06 14:10:00,Traffic surge / capacity pressure,"port-id7429,port-id7430,port-id7431",3,traffic,4,100,normal
2026-02-06 14:15:00,2026-02-06 14:25:00,Broadcast storm / L2 loop,"port-id7428,port-id7429,port-id7431",3,broadcast,6,100,normal
2026-02-06 14:15:00,2026-02-06 14:25:00,Multicast flooding,"port-id7428,port-id7429,port-id7431",3,multicast,6,100,normal
2026-02-06 14:15:00,2026-02-06 14:25:00,Packet surge / possible scan,"port-id7428,port-id7429,port-id7431",3,packets,5,100,normal
2026-02-06 14:15:00,2026-02-06 14:25:00,Traffic surge / capacity pressure,"port-id7428,port-id7429,port-id7430,port-id7431",4,traffic,6,100,normal
2026-02-06 14:15:00,2026-02-06 14:15:00,Unknown protocol / scan,port-id7431,1,unknown_protocol,1,55,normal
2026-02-06 14:20:00,2026-02-06 14:20:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-06 14:30:00,2026-02-06 14:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7430",3,broadcast,3,100,normal
2026-02-06 14:30:00,2026-02-06 14:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7430",3,multicast,3,100,normal
2026-02-06 14:40:00,2026-02-06 14:40:00,Packet surge / possible scan,"port-id7427,port-id7430",2,packets,2,78,normal
2026-02-06 14:40:00,2026-02-06 14:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7430",2,traffic,2,78,normal
2026-02-06 14:50:00,2026-02-06 14:50:00,Traffic surge / capacity pressure,"port-id7430,port-id7431",2,traffic,2,78,normal
2026-02-06 14:50:00,2026-02-06 14:50:00,Broadcast anomaly,port-id7430,1,broadcast,1,55,normal
2026-02-06 14:50:00,2026-02-06 14:50:00,Multicast anomaly,port-id7430,1,multicast,1,55,normal
2026-02-06 14:50:00,2026-02-06 14:50:00,Packet surge / possible scan,port-id7430,1,packets,1,55,normal
2026-02-06 14:55:00,2026-02-06 14:55:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-06 15:00:00,2026-02-06 15:05:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7430,port-id7431",4,broadcast,4,100,normal
2026-02-06 15:00:00,2026-02-06 15:05:00,Multicast flooding,"port-id7427,port-id7428,port-id7430,port-id7431",4,multicast,4,100,normal
2026-02-06 15:00:00,2026-02-06 15:05:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7430,port-id7431",4,packets,4,100,normal
2026-02-06 15:00:00,2026-02-06 15:05:00,Traffic surge / capacity pressure,"port-id7428,port-id7430,port-id7431",3,traffic,3,100,normal
2026-02-06 15:00:00,2026-02-06 15:00:00,Queue / buffer pressure,"port-id7428,port-id7429",2,discards,2,78,normal
2026-02-06 15:15:00,2026-02-06 15:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430",4,broadcast,4,100,normal
2026-02-06 15:15:00,2026-02-06 15:25:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430",4,multicast,4,100,normal
2026-02-06 15:15:00,2026-02-06 15:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430",4,packets,4,100,normal
2026-02-06 15:15:00,2026-02-06 15:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7430",2,traffic,3,86,normal
2026-02-06 15:25:00,2026-02-06 15:25:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-06 15:30:00,2026-02-06 15:35:00,Traffic surge / capacity pressure,"port-id7427,port-id7428",2,traffic,2,78,normal
2026-02-06 15:35:00,2026-02-06 15:35:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-06 15:40:00,2026-02-06 15:40:00,Broadcast anomaly,port-id7430,1,broadcast,1,55,normal
2026-02-06 15:40:00,2026-02-06 15:40:00,Multicast anomaly,port-id7430,1,multicast,1,55,normal
2026-02-06 15:40:00,2026-02-06 15:40:00,Packet surge / possible scan,port-id7430,1,packets,1,55,normal
2026-02-06 15:45:00,2026-02-06 15:50:00,Traffic surge / capacity pressure,"port-id7429,port-id7430",2,traffic,2,78,normal
2026-02-06 15:50:00,2026-02-06 15:50:00,Broadcast storm / L2 loop,"port-id7430,port-id7431",2,broadcast,2,78,normal
2026-02-06 15:50:00,2026-02-06 15:50:00,Multicast flooding,"port-id7430,port-id7431",2,multicast,2,78,normal
2026-02-06 15:50:00,2026-02-06 15:50:00,Packet surge / possible scan,"port-id7430,port-id7431",2,packets,2,78,normal
2026-02-06 16:10:00,2026-02-06 16:10:00,Broadcast anomaly,port-id7430,1,broadcast,1,55,normal
2026-02-06 16:10:00,2026-02-06 16:10:00,Multicast anomaly,port-id7430,1,multicast,1,55,normal
2026-02-06 16:10:00,2026-02-06 16:10:00,Packet surge / possible scan,port-id7430,1,packets,1,55,normal
2026-02-06 16:10:00,2026-02-06 16:10:00,Unknown protocol / scan,port-id7431,1,unknown_protocol,1,55,normal
2026-02-06 16:35:00,2026-02-06 16:35:00,Traffic surge / capacity pressure,port-id7428,1,traffic,1,55,normal
2026-02-06 16:45:00,2026-02-06 16:45:00,Broadcast anomaly,port-id7428,1,broadcast,1,55,normal
2026-02-06 16:45:00,2026-02-06 16:45:00,Multicast anomaly,port-id7428,1,multicast,1,55,normal
2026-02-06 17:00:00,2026-02-06 17:00:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-06 17:10:00,2026-02-06 17:10:00,Broadcast anomaly,port-id7429,1,broadcast,1,55,normal
2026-02-06 17:10:00,2026-02-06 17:10:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-06 17:10:00,2026-02-06 17:10:00,Multicast anomaly,port-id7429,1,multicast,1,55,normal
2026-02-06 17:10:00,2026-02-06 17:10:00,Packet surge / possible scan,port-id7429,1,packets,1,55,normal
2026-02-06 17:30:00,2026-02-06 17:30:00,Queue / buffer pressure,"port-id7429,port-id7430",2,discards,2,78,normal
2026-02-06 17:45:00,2026-02-06 17:45:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-06 18:00:00,2026-02-06 18:05:00,Broadcast anomaly,port-id7431,1,broadcast,2,63,normal
2026-02-06 18:00:00,2026-02-06 18:05:00,Multicast anomaly,port-id7431,1,multicast,2,63,normal
2026-02-06 18:00:00,2026-02-06 18:05:00,Packet surge / possible scan,port-id7431,1,packets,2,63,normal
2026-02-06 18:00:00,2026-02-06 18:05:00,Traffic surge / capacity pressure,port-id7431,1,traffic,2,63,normal
2026-02-06 18:25:00,2026-02-06 18:25:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-06 19:00:00,2026-02-06 19:00:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-06 19:15:00,2026-02-06 19:20:00,Queue / buffer pressure,"port-id7429,port-id7430",2,discards,2,78,normal
2026-02-06 19:55:00,2026-02-06 19:55:00,Unknown protocol / scan,port-id7430,1,unknown_protocol,1,55,normal
2026-02-06 20:15:00,2026-02-06 20:15:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-06 20:20:00,2026-02-06 20:20:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-06 20:35:00,2026-02-06 20:35:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-06 20:45:00,2026-02-06 20:45:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-06 21:15:00,2026-02-06 21:15:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-06 21:40:00,2026-02-06 21:40:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-06 22:00:00,2026-02-06 22:00:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-06 22:25:00,2026-02-06 22:25:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-06 23:00:00,2026-02-06 23:00:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-06 23:10:00,2026-02-06 23:10:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-06 23:25:00,2026-02-06 23:25:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-06 23:35:00,2026-02-06 23:40:00,Link quality issue,"port-id7428,port-id7431",2,errors,2,78,normal
2026-02-06 23:55:00,2026-02-06 23:55:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 00:15:00,2026-02-07 00:15:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-07 00:20:00,2026-02-07 00:25:00,Queue / buffer pressure,"port-id7427,port-id7428",2,discards,2,78,normal
2026-02-07 00:30:00,2026-02-07 00:30:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-07 00:35:00,2026-02-07 00:35:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-07 00:55:00,2026-02-07 00:55:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 01:05:00,2026-02-07 01:05:00,Link quality issue,"port-id7428,port-id7429",2,errors,2,78,normal
2026-02-07 01:30:00,2026-02-07 01:30:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-07 01:55:00,2026-02-07 01:55:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 02:35:00,2026-02-07 02:35:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 02:50:00,2026-02-07 02:50:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-07 04:20:00,2026-02-07 04:25:00,Queue / buffer pressure,"port-id7427,port-id7430",2,discards,2,78,normal
2026-02-07 04:25:00,2026-02-07 04:25:00,Link quality issue,"port-id7428,port-id7430",2,errors,2,78,normal
2026-02-07 04:25:00,2026-02-07 04:25:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-07 04:45:00,2026-02-07 04:45:00,Unknown protocol / scan,"port-id7428,port-id7431",2,unknown_protocol,2,78,normal
2026-02-07 04:55:00,2026-02-07 04:55:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 05:00:00,2026-02-07 05:00:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-07 05:35:00,2026-02-07 05:40:00,Queue / buffer pressure,"port-id7427,port-id7430",2,discards,2,78,normal
2026-02-07 05:35:00,2026-02-07 05:35:00,Link quality issue,"port-id7427,port-id7431",2,errors,2,78,normal
2026-02-07 06:10:00,2026-02-07 06:10:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-07 06:20:00,2026-02-07 06:20:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-07 06:30:00,2026-02-07 06:30:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-07 06:30:00,2026-02-07 06:30:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-07 07:05:00,2026-02-07 07:05:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-07 07:30:00,2026-02-07 07:30:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 08:00:00,2026-02-07 08:00:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-07 08:15:00,2026-02-07 08:20:00,Queue / buffer pressure,"port-id7427,port-id7429",2,discards,2,78,normal
2026-02-07 08:35:00,2026-02-07 08:35:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-07 09:15:00,2026-02-07 09:25:00,Link quality issue,port-id7431,1,errors,2,63,normal
2026-02-07 09:20:00,2026-02-07 09:20:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-07 09:30:00,2026-02-07 09:30:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 09:45:00,2026-02-07 09:45:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-07 10:00:00,2026-02-07 10:00:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 10:20:00,2026-02-07 10:25:00,Queue / buffer pressure,"port-id7427,port-id7428",2,discards,2,78,normal
2026-02-07 11:25:00,2026-02-07 11:25:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-07 11:55:00,2026-02-07 11:55:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-07 12:20:00,2026-02-07 12:20:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-07 12:20:00,2026-02-07 12:20:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-07 12:20:00,2026-02-07 12:20:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-07 12:40:00,2026-02-07 12:40:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-07 13:00:00,2026-02-07 13:00:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-07 13:10:00,2026-02-07 13:10:00,Unknown protocol / scan,"port-id7428,port-id7431",2,unknown_protocol,2,78,normal
2026-02-07 13:15:00,2026-02-07 13:15:00,Unknown protocol / scan,port-id7430,1,unknown_protocol,1,55,normal
2026-02-07 13:20:00,2026-02-07 13:20:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 13:40:00,2026-02-07 13:40:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-07 13:55:00,2026-02-07 13:55:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-07 14:10:00,2026-02-07 14:10:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-07 14:15:00,2026-02-07 14:25:00,Link quality issue,"port-id7427,port-id7428",2,errors,2,78,normal
2026-02-07 14:15:00,2026-02-07 14:15:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-07 14:30:00,2026-02-07 14:30:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 14:50:00,2026-02-07 14:50:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 15:00:00,2026-02-07 15:00:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-07 15:05:00,2026-02-07 15:05:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-07 16:00:00,2026-02-07 16:00:00,Unknown protocol / scan,port-id7430,1,unknown_protocol,1,55,normal
2026-02-07 16:15:00,2026-02-07 16:25:00,Queue / buffer pressure,"port-id7427,port-id7428,port-id7429",3,discards,3,100,normal
2026-02-07 16:25:00,2026-02-07 16:25:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-07 16:30:00,2026-02-07 16:30:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-07 17:00:00,2026-02-07 17:00:00,Broadcast anomaly,port-id7430,1,broadcast,1,55,normal
2026-02-07 17:00:00,2026-02-07 17:00:00,Multicast anomaly,port-id7430,1,multicast,1,55,normal
2026-02-07 17:00:00,2026-02-07 17:00:00,Packet surge / possible scan,port-id7430,1,packets,1,55,normal
2026-02-07 17:00:00,2026-02-07 17:00:00,Traffic surge / capacity pressure,port-id7430,1,traffic,1,55,normal
2026-02-07 17:05:00,2026-02-07 17:05:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-07 17:05:00,2026-02-07 17:05:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-07 17:30:00,2026-02-07 17:40:00,Link quality issue,port-id7429,1,errors,2,63,normal
2026-02-07 17:35:00,2026-02-07 17:35:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-07 17:55:00,2026-02-07 17:55:00,Unknown protocol / scan,port-id7430,1,unknown_protocol,1,55,normal
2026-02-07 18:10:00,2026-02-07 18:10:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-07 18:15:00,2026-02-07 18:25:00,Queue / buffer pressure,"port-id7429,port-id7431",2,discards,2,78,normal
2026-02-07 18:40:00,2026-02-07 18:40:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-07 18:45:00,2026-02-07 18:45:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-07 18:50:00,2026-02-07 18:50:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-07 19:35:00,2026-02-07 19:35:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-07 20:00:00,2026-02-07 20:00:00,Queue / buffer pressure,"port-id7429,port-id7430",2,discards,2,78,normal
2026-02-07 20:25:00,2026-02-07 20:25:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-07 20:40:00,2026-02-07 20:40:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 20:50:00,2026-02-07 20:50:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-07 21:00:00,2026-02-07 21:00:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-07 21:20:00,2026-02-07 21:20:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-07 21:40:00,2026-02-07 21:40:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-07 22:10:00,2026-02-07 22:10:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-07 22:45:00,2026-02-07 22:45:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-07 23:25:00,2026-02-07 23:25:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-07 23:30:00,2026-02-07 23:40:00,Link quality issue,"port-id7428,port-id7430",2,errors,2,78,normal
2026-02-07 23:30:00,2026-02-07 23:40:00,Unknown protocol / scan,"port-id7428,port-id7429",2,unknown_protocol,2,78,normal
2026-02-07 23:35:00,2026-02-07 23:35:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-07 23:50:00,2026-02-07 23:50:00,Traffic surge / capacity pressure,port-id7428,1,traffic,1,55,normal
2026-02-08 00:10:00,2026-02-08 00:10:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-08 00:10:00,2026-02-08 00:10:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-08 00:20:00,2026-02-08 00:20:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-08 00:50:00,2026-02-08 00:50:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-08 01:00:00,2026-02-08 01:00:00,Traffic surge / capacity pressure,port-id7431,1,traffic,1,55,large_file_backup
2026-02-08 01:05:00,2026-02-08 01:05:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-08 01:15:00,2026-02-08 01:15:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-08 01:55:00,2026-02-08 01:55:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-08 02:05:00,2026-02-08 02:05:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-08 02:10:00,2026-02-08 02:10:00,Unknown protocol / scan,port-id7427,1,unknown_protocol,1,55,normal
2026-02-08 02:25:00,2026-02-08 02:25:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-08 02:35:00,2026-02-08 02:35:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-08 02:40:00,2026-02-08 02:40:00,Unknown protocol / scan,port-id7428,1,unknown_protocol,1,55,normal
2026-02-08 02:50:00,2026-02-08 02:55:00,Queue / buffer pressure,"port-id7429,port-id7431",2,discards,2,78,"large_file_backup,normal"
2026-02-08 03:15:00,2026-02-08 03:15:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-08 03:35:00,2026-02-08 03:35:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-08 03:55:00,2026-02-08 03:55:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-08 04:20:00,2026-02-08 04:25:00,Queue / buffer pressure,"port-id7427,port-id7428,port-id7431",3,discards,3,100,normal
2026-02-08 04:25:00,2026-02-08 04:25:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-08 04:45:00,2026-02-08 04:45:00,Broadcast anomaly,port-id7427,1,broadcast,1,55,normal
2026-02-08 04:45:00,2026-02-08 04:45:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-08 04:45:00,2026-02-08 04:45:00,Packet surge / possible scan,port-id7427,1,packets,1,55,normal
2026-02-08 04:45:00,2026-02-08 04:45:00,Traffic surge / capacity pressure,port-id7427,1,traffic,1,55,normal
2026-02-08 04:50:00,2026-02-08 04:50:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-08 05:05:00,2026-02-08 05:05:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-08 05:20:00,2026-02-08 05:20:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-08 05:35:00,2026-02-08 05:35:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-08 05:55:00,2026-02-08 05:55:00,Unknown protocol / scan,port-id7430,1,unknown_protocol,1,55,normal
2026-02-08 06:20:00,2026-02-08 06:25:00,Queue / buffer pressure,"port-id7427,port-id7429,port-id7431",3,discards,3,100,normal
2026-02-08 06:45:00,2026-02-08 06:45:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-08 07:10:00,2026-02-08 07:10:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-08 07:20:00,2026-02-08 07:20:00,Unknown protocol / scan,port-id7427,1,unknown_protocol,1,55,normal
2026-02-08 07:25:00,2026-02-08 07:25:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-08 07:40:00,2026-02-08 07:40:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-08 07:45:00,2026-02-08 07:45:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-08 08:10:00,2026-02-08 08:10:00,Unknown protocol / scan,port-id7427,1,unknown_protocol,1,55,normal
2026-02-08 08:30:00,2026-02-08 08:40:00,Broadcast anomaly,port-id7430,1,broadcast,2,63,normal
2026-02-08 08:30:00,2026-02-08 08:40:00,Multicast anomaly,port-id7430,1,multicast,2,63,normal
2026-02-08 08:30:00,2026-02-08 08:40:00,Packet surge / possible scan,port-id7430,1,packets,2,63,normal
2026-02-08 08:30:00,2026-02-08 08:40:00,Traffic surge / capacity pressure,port-id7430,1,traffic,2,63,normal
2026-02-08 08:35:00,2026-02-08 08:35:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-08 08:55:00,2026-02-08 08:55:00,Queue / buffer pressure,"port-id7428,port-id7430",2,discards,2,78,normal
2026-02-08 08:55:00,2026-02-08 08:55:00,Link quality issue,port-id7429,1,errors,1,55,normal
