rca_event_id,start_time,end_time,affected_ports,problem_type,root_cause_candidate,evidence,duration_minutes,severity_score,root_cause_score,confidence
RCA-483,2026-02-02 14:45:00,2026-02-02 14:55:00,"port-id7427,port-id7429,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-484,2026-02-02 14:45:00,2026-02-02 14:55:00,"port-id7427,port-id7429,port-id7430",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-485,2026-02-02 14:45:00,2026-02-02 14:55:00,"port-id7427,port-id7428,port-id7429,port-id7430",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-486,2026-02-02 15:00:00,2026-02-02 15:05:00,"port-id7428,port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",10,100,100,High
RCA-487,2026-02-02 15:00:00,2026-02-02 15:05:00,"port-id7428,port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",10,100,100,High
RCA-488,2026-02-02 15:00:00,2026-02-02 15:05:00,"port-id7428,port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",10,100,100,High
RCA-489,2026-02-02 15:00:00,2026-02-02 15:05:00,"port-id7427,port-id7428,port-id7429",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-491,2026-02-02 15:15:00,2026-02-02 15:25:00,"port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-492,2026-02-02 15:15:00,2026-02-02 15:25:00,"port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-493,2026-02-02 15:15:00,2026-02-02 15:25:00,"port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-495,2026-02-02 15:30:00,2026-02-02 15:40:00,"port-id7427,port-id7428,port-id7430",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-575,2026-02-03 08:15:00,2026-02-03 08:20:00,"port-id7427,port-id7428,port-id7431",Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",10,100,100,High
RCA-595,2026-02-03 11:00:00,2026-02-03 11:05:00,"port-id7427,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",10,100,100,High
RCA-596,2026-02-03 11:00:00,2026-02-03 11:05:00,"port-id7427,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",10,100,100,High
RCA-597,2026-02-03 11:00:00,2026-02-03 11:05:00,"port-id7427,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",10,100,100,High
RCA-603,2026-02-03 11:30:00,2026-02-03 11:40:00,"port-id7428,port-id7429,port-id7430",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-604,2026-02-03 11:30:00,2026-02-03 11:40:00,"port-id7428,port-id7429,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-605,2026-02-03 11:30:00,2026-02-03 11:40:00,"port-id7428,port-id7429,port-id7430",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-606,2026-02-03 11:30:00,2026-02-03 11:40:00,"port-id7428,port-id7429,port-id7430",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-611,2026-02-03 12:00:00,2026-02-03 12:10:00,"port-id7427,port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-612,2026-02-03 12:00:00,2026-02-03 12:10:00,"port-id7427,port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-613,2026-02-03 12:00:00,2026-02-03 12:10:00,"port-id7427,port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-614,2026-02-03 12:05:00,2026-02-03 12:10:00,"port-id7427,port-id7428,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-616,2026-02-03 12:15:00,2026-02-03 12:25:00,"port-id7427,port-id7429,port-id7430",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-617,2026-02-03 12:15:00,2026-02-03 12:25:00,"port-id7427,port-id7430,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-618,2026-02-03 12:15:00,2026-02-03 12:25:00,"port-id7429,port-id7430",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,86,100,High
RCA-619,2026-02-03 12:15:00,2026-02-03 12:25:00,"port-id7429,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,86,100,High
RCA-621,2026-02-03 12:30:00,2026-02-03 12:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-622,2026-02-03 12:30:00,2026-02-03 12:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-623,2026-02-03 12:30:00,2026-02-03 12:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-624,2026-02-03 12:30:00,2026-02-03 12:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-627,2026-02-03 12:45:00,2026-02-03 12:55:00,"port-id7428,port-id7429",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,86,100,High
RCA-638,2026-02-03 13:15:00,2026-02-03 13:25:00,"port-id7427,port-id7428,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-639,2026-02-03 13:15:00,2026-02-03 13:25:00,"port-id7427,port-id7428,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-640,2026-02-03 13:15:00,2026-02-03 13:25:00,"port-id7427,port-id7428,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-641,2026-02-03 13:15:00,2026-02-03 13:25:00,"port-id7427,port-id7428,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-644,2026-02-03 13:30:00,2026-02-03 13:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-645,2026-02-03 13:30:00,2026-02-03 13:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-646,2026-02-03 13:30:00,2026-02-03 13:40:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-648,2026-02-03 13:35:00,2026-02-03 13:40:00,"port-id7427,port-id7428,port-id7430,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-649,2026-02-03 13:45:00,2026-02-03 13:55:00,"port-id7427,port-id7428,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-650,2026-02-03 13:45:00,2026-02-03 13:55:00,"port-id7427,port-id7428,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-651,2026-02-03 13:45:00,2026-02-03 13:55:00,"port-id7427,port-id7428,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-652,2026-02-03 13:45:00,2026-02-03 13:55:00,"port-id7427,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-655,2026-02-03 14:05:00,2026-02-03 14:10:00,"port-id7427,port-id7428,port-id7429",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-660,2026-02-03 14:20:00,2026-02-03 14:25:00,"port-id7429,port-id7430,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-661,2026-02-03 14:30:00,2026-02-03 14:40:00,"port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-662,2026-02-03 14:30:00,2026-02-03 14:40:00,"port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-663,2026-02-03 14:30:00,2026-02-03 14:40:00,"port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-665,2026-02-03 14:45:00,2026-02-03 14:55:00,"port-id7427,port-id7429,port-id7430",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-666,2026-02-03 14:45:00,2026-02-03 14:55:00,"port-id7427,port-id7429,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-667,2026-02-03 14:45:00,2026-02-03 14:55:00,"port-id7427,port-id7429,port-id7430",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-668,2026-02-03 14:45:00,2026-02-03 14:55:00,"port-id7427,port-id7428,port-id7429",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-669,2026-02-03 15:00:00,2026-02-03 15:10:00,"port-id7427,port-id7430",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,94,100,High
RCA-670,2026-02-03 15:00:00,2026-02-03 15:10:00,"port-id7427,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,94,100,High
RCA-671,2026-02-03 15:00:00,2026-02-03 15:10:00,"port-id7427,port-id7430",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,94,100,High
RCA-674,2026-02-03 15:15:00,2026-02-03 15:20:00,"port-id7427,port-id7428,port-id7429",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-688,2026-02-03 16:00:00,2026-02-03 16:10:00,"port-id7427,port-id7429,port-id7430",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-689,2026-02-03 16:00:00,2026-02-03 16:05:00,"port-id7427,port-id7429",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",10,86,100,High
RCA-690,2026-02-03 16:00:00,2026-02-03 16:05:00,"port-id7427,port-id7429",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",10,86,100,High
RCA-691,2026-02-03 16:00:00,2026-02-03 16:05:00,"port-id7427,port-id7429",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",10,86,100,High
RCA-783,2026-02-04 10:30:00,2026-02-04 10:40:00,"port-id7427,port-id7429,port-id7430,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-784,2026-02-04 10:30:00,2026-02-04 10:40:00,"port-id7427,port-id7430,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-786,2026-02-04 10:35:00,2026-02-04 10:40:00,"port-id7427,port-id7429,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",10,100,100,High
RCA-787,2026-02-04 10:35:00,2026-02-04 10:40:00,"port-id7427,port-id7429,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",10,100,100,High
RCA-788,2026-02-04 10:45:00,2026-02-04 10:55:00,"port-id7428,port-id7429,port-id7430",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-789,2026-02-04 10:45:00,2026-02-04 10:55:00,"port-id7428,port-id7429,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-790,2026-02-04 10:45:00,2026-02-04 10:55:00,"port-id7428,port-id7429,port-id7430",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-791,2026-02-04 10:45:00,2026-02-04 10:55:00,"port-id7429,port-id7430",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-798,2026-02-04 11:15:00,2026-02-04 11:25:00,"port-id7427,port-id7428,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-799,2026-02-04 11:15:00,2026-02-04 11:25:00,"port-id7427,port-id7428,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-800,2026-02-04 11:15:00,2026-02-04 11:25:00,"port-id7427,port-id7428,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-812,2026-02-04 12:00:00,2026-02-04 12:10:00,"port-id7429,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,86,100,High
RCA-813,2026-02-04 12:00:00,2026-02-04 12:10:00,"port-id7429,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,86,100,High
RCA-814,2026-02-04 12:00:00,2026-02-04 12:10:00,"port-id7429,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,86,100,High
RCA-817,2026-02-04 12:15:00,2026-02-04 12:25:00,"port-id7427,port-id7428,port-id7429,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-818,2026-02-04 12:15:00,2026-02-04 12:25:00,"port-id7427,port-id7428,port-id7429,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-819,2026-02-04 12:15:00,2026-02-04 12:25:00,"port-id7427,port-id7428,port-id7429,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-820,2026-02-04 12:15:00,2026-02-04 12:25:00,"port-id7427,port-id7428,port-id7429",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-822,2026-02-04 12:30:00,2026-02-04 12:40:00,"port-id7428,port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-823,2026-02-04 12:30:00,2026-02-04 12:40:00,"port-id7428,port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-824,2026-02-04 12:30:00,2026-02-04 12:35:00,"port-id7428,port-id7429,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",10,100,100,High
RCA-825,2026-02-04 12:30:00,2026-02-04 12:35:00,"port-id7428,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-826,2026-02-04 12:45:00,2026-02-04 12:55:00,"port-id7427,port-id7429,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-827,2026-02-04 12:45:00,2026-02-04 12:55:00,"port-id7427,port-id7429,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-828,2026-02-04 12:45:00,2026-02-04 12:55:00,"port-id7427,port-id7429,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-829,2026-02-04 12:45:00,2026-02-04 12:55:00,"port-id7427,port-id7428,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-831,2026-02-04 13:00:00,2026-02-04 13:10:00,"port-id7427,port-id7428,port-id7429,port-id7430",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-832,2026-02-04 13:00:00,2026-02-04 13:10:00,"port-id7427,port-id7428,port-id7429,port-id7430",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-833,2026-02-04 13:00:00,2026-02-04 13:10:00,"port-id7427,port-id7428,port-id7429",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-834,2026-02-04 13:00:00,2026-02-04 13:10:00,"port-id7427,port-id7428,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-836,2026-02-04 13:15:00,2026-02-04 13:25:00,"port-id7427,port-id7428,port-id7429",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-837,2026-02-04 13:15:00,2026-02-04 13:25:00,"port-id7427,port-id7428,port-id7429",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-838,2026-02-04 13:15:00,2026-02-04 13:25:00,"port-id7427,port-id7428,port-id7429",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-848,2026-02-04 13:45:00,2026-02-04 13:55:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",15,100,100,High
RCA-849,2026-02-04 13:45:00,2026-02-04 13:55:00,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",15,100,100,High
RCA-850,2026-02-04 13:45:00,2026-02-04 13:55:00,"port-id7427,port-id7428,port-id7429,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,100,100,High
RCA-851,2026-02-04 13:45:00,2026-02-04 13:55:00,"port-id7427,port-id7428,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",15,100,100,High
RCA-853,2026-02-04 14:00:00,2026-02-04 14:05:00,"port-id7428,port-id7430,port-id7431",Broadcast storm / L2 loop,Broadcast storm / L2 loop,"BROADCAST high across ports | NUCAST high may rise together | Check STP, loop, ARP storm, DHCP storm, VLAN scope",10,100,100,High
RCA-854,2026-02-04 14:00:00,2026-02-04 14:05:00,"port-id7428,port-id7430,port-id7431",Multicast flooding,Multicast flooding,"MULTICAST high across ports | DISCARDS may rise | Check IGMP snooping, querier, IPTV or routing protocol behavior",10,100,100,High
RCA-855,2026-02-04 14:00:00,2026-02-04 14:10:00,"port-id7428,port-id7431",Packet surge / possible scan,Small packet scan or connection surge,"UCASTPKTS high | OCTETS may be flat or only mildly high | Check port scan, short connections, DDoS small packets, heartbeat surge",15,86,100,High
RCA-857,2026-02-04 14:05:00,2026-02-04 14:10:00,"port-id7428,port-id7429,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,100,100,High
RCA-859,2026-02-04 14:15:00,2026-02-04 14:20:00,"port-id7427,port-id7431",Traffic surge / capacity pressure,Business traffic growth or large transfer,"OCTETS high | Compare packet growth and avg_packet_size | Check backup, data sync, download, upload, streaming, or capacity pressure",10,86,100,High
